 ID,Date,Water Level / Niveau d'eau (m),Grade,Symbol / Symbole,QA/QC,Discharge / Débit (cms),Grade,Symbol / Symbole,QA/QC
02AB006,2015-03-23T09:25:00-05:00,301.992,,,2,32.361,,,1
02AB006,2015-03-23T09:30:00-05:00,301.989,,,2,32.134,,,1
02AB006,2015-03-23T09:35:00-05:00,301.986,,,2,31.908,,,1
02AB006,2015-03-23T09:40:00-05:00,301.991,,,2,32.285,,,1
02AB006,2015-03-23T09:45:00-05:00,301.992,,,2,32.361,,,1
02AB006,2015-03-23T09:50:00-05:00,301.986,,,2,31.908,,,1
02AB006,2015-03-23T09:55:00-05:00,301.986,,,2,31.908,,,1
02AB006,2015-03-23T10:00:00-05:00,301.991,,,2,32.285,,,1
02AB006,2015-03-23T10:05:00-05:00,301.985,,,2,31.832,,,1
02AB006,2015-03-23T10:10:00-05:00,301.987,,,2,31.983,,,1
02AB006,2015-03-23T10:15:00-05:00,301.991,,,2,32.285,,,1
02AB006,2015-03-23T10:20:00-05:00,301.988,,,2,32.058,,,1
02AB006,2015-03-23T10:25:00-05:00,301.988,,,2,32.058,,,1
02AB006,2015-03-23T10:30:00-05:00,301.991,,,2,32.285,,,1
02AB006,2015-03-23T10:35:00-05:00,301.987,,,2,31.983,,,1
02AB006,2015-03-23T10:40:00-05:00,301.988,,,2,32.058,,,1
02AB006,2015-03-23T10:45:00-05:00,301.989,,,2,32.134,,,1
02AB006,2015-03-23T10:50:00-05:00,301.981,,,2,31.531,,,1
02AB006,2015-03-23T10:55:00-05:00,301.992,,,2,32.361,,,1
02AB006,2015-03-23T11:00:00-05:00,301.985,,,2,31.832,,,1
02AB006,2015-03-23T11:05:00-05:00,301.986,,,2,31.907,,,1
02AB006,2015-03-23T11:10:00-05:00,301.990,,,2,32.209,,,1
02AB006,2015-03-23T11:15:00-05:00,301.989,,,2,32.134,,,1
02AB006,2015-03-23T11:20:00-05:00,301.989,,,2,32.134,,,1
02AB006,2015-03-23T11:25:00-05:00,301.988,,,2,32.058,,,1
02AB006,2015-03-23T11:30:00-05:00,301.985,,,2,31.832,,,1
02AB006,2015-03-23T11:35:00-05:00,301.982,,,2,31.606,,,1
02AB006,2015-03-23T11:40:00-05:00,301.986,,,2,31.907,,,1
02AB006,2015-03-23T11:45:00-05:00,301.986,,,2,31.907,,,1
02AB006,2015-03-23T11:50:00-05:00,301.986,,,2,31.907,,,1
02AB006,2015-03-23T11:55:00-05:00,301.988,,,2,32.058,,,1
02AB006,2015-03-23T12:00:00-05:00,301.983,,,2,31.681,,,1
02AB006,2015-03-23T12:05:00-05:00,301.986,,,2,31.907,,,1
02AB006,2015-03-23T12:10:00-05:00,301.985,,,2,31.832,,,1
02AB006,2015-03-23T12:15:00-05:00,301.983,,,2,31.681,,,1
02AB006,2015-03-23T12:20:00-05:00,301.986,,,2,31.907,,,1
02AB006,2015-03-23T12:25:00-05:00,301.979,,,2,31.381,,,1
02AB006,2015-03-23T12:30:00-05:00,301.982,,,2,31.606,,,1
02AB006,2015-03-23T12:35:00-05:00,301.981,,,2,31.531,,,1
02AB006,2015-03-23T12:40:00-05:00,301.984,,,2,31.756,,,1
02AB006,2015-03-23T12:45:00-05:00,301.980,,,2,31.456,,,1
02AB006,2015-03-23T12:50:00-05:00,301.981,,,2,31.531,,,1
02AB006,2015-03-23T12:55:00-05:00,301.980,,,2,31.456,,,1
02AB006,2015-03-23T13:00:00-05:00,301.980,,,2,31.456,,,1
02AB006,2015-03-23T13:05:00-05:00,301.982,,,2,31.606,,,1
02AB006,2015-03-23T13:10:00-05:00,301.973,,,2,30.932,,,1
02AB006,2015-03-23T13:15:00-05:00,301.980,,,2,31.455,,,1
02AB006,2015-03-23T13:20:00-05:00,301.978,,,2,31.305,,,1
02AB006,2015-03-23T13:25:00-05:00,301.983,,,2,31.681,,,1
02AB006,2015-03-23T13:30:00-05:00,301.981,,,2,31.530,,,1
02AB006,2015-03-23T13:35:00-05:00,301.980,,,2,31.455,,,1
02AB006,2015-03-23T13:40:00-05:00,301.976,,,2,31.156,,,1
02AB006,2015-03-23T13:45:00-05:00,301.971,,,2,30.782,,,1
02AB006,2015-03-23T13:50:00-05:00,301.977,,,2,31.230,,,1
02AB006,2015-03-23T13:55:00-05:00,301.974,,,2,31.006,,,1
02AB006,2015-03-23T14:00:00-05:00,301.973,,,2,30.931,,,1
02AB006,2015-03-23T14:05:00-05:00,301.971,,,2,30.782,,,1
02AB006,2015-03-23T14:10:00-05:00,301.976,,,2,31.156,,,1
02AB006,2015-03-23T14:15:00-05:00,301.972,,,2,30.857,,,1
02AB006,2015-03-23T14:20:00-05:00,301.965,,,2,30.336,,,1
02AB006,2015-03-23T14:25:00-05:00,301.972,,,2,30.857,,,1
02AB006,2015-03-23T14:30:00-05:00,301.967,,,2,30.485,,,1
02AB006,2015-03-23T14:35:00-05:00,301.969,,,2,30.633,,,1
02AB006,2015-03-23T14:40:00-05:00,301.972,,,2,30.857,,,1
02AB006,2015-03-23T14:45:00-05:00,301.968,,,2,30.559,,,1
02AB006,2015-03-23T14:50:00-05:00,301.970,,,2,30.708,,,1
02AB006,2015-03-23T14:55:00-05:00,301.967,,,2,30.485,,,1
02AB006,2015-03-23T15:00:00-05:00,301.966,,,2,30.410,,,1
02AB006,2015-03-23T15:05:00-05:00,301.966,,,2,30.410,,,1
02AB006,2015-03-23T15:10:00-05:00,301.968,,,2,30.559,,,1
02AB006,2015-03-23T15:15:00-05:00,301.963,,,2,30.188,,,1
02AB006,2015-03-23T15:20:00-05:00,301.962,,,2,30.114,,,1
02AB006,2015-03-23T15:25:00-05:00,301.964,,,2,30.262,,,1
02AB006,2015-03-23T15:30:00-05:00,301.966,,,2,30.410,,,1
02AB006,2015-03-23T15:35:00-05:00,301.964,,,2,30.262,,,1
02AB006,2015-03-23T15:40:00-05:00,301.966,,,2,30.410,,,1
02AB006,2015-03-23T15:45:00-05:00,301.961,,,2,30.040,,,1
02AB006,2015-03-23T15:50:00-05:00,301.965,,,2,30.336,,,1
02AB006,2015-03-23T15:55:00-05:00,301.963,,,2,30.188,,,1
02AB006,2015-03-23T16:00:00-05:00,301.958,,,2,29.819,,,1
02AB006,2015-03-23T16:05:00-05:00,301.957,,,2,29.745,,,1
02AB006,2015-03-23T16:10:00-05:00,301.957,,,2,29.745,,,1
02AB006,2015-03-23T16:15:00-05:00,301.961,,,2,30.040,,,1
02AB006,2015-03-23T16:20:00-05:00,301.955,,,2,29.598,,,1
02AB006,2015-03-23T16:25:00-05:00,301.960,,,2,29.966,,,1
02AB006,2015-03-23T16:30:00-05:00,301.960,,,2,29.966,,,1
02AB006,2015-03-23T16:35:00-05:00,301.961,,,2,30.040,,,1
02AB006,2015-03-23T16:40:00-05:00,301.954,,,2,29.524,,,1
02AB006,2015-03-23T16:45:00-05:00,301.958,,,2,29.818,,,1
02AB006,2015-03-23T16:50:00-05:00,301.960,,,2,29.966,,,1
02AB006,2015-03-23T16:55:00-05:00,301.955,,,2,29.597,,,1
02AB006,2015-03-23T17:00:00-05:00,301.958,,,2,29.818,,,1
02AB006,2015-03-23T17:05:00-05:00,301.952,,,2,29.377,,,1
02AB006,2015-03-23T17:10:00-05:00,301.960,,,2,29.966,,,1
02AB006,2015-03-23T17:15:00-05:00,301.955,,,2,29.597,,,1
02AB006,2015-03-23T17:20:00-05:00,301.954,,,2,29.524,,,1
02AB006,2015-03-23T17:25:00-05:00,301.952,,,2,29.377,,,1
02AB006,2015-03-23T17:30:00-05:00,301.952,,,2,29.377,,,1
02AB006,2015-03-23T17:35:00-05:00,301.956,,,2,29.671,,,1
02AB006,2015-03-23T17:40:00-05:00,301.953,,,2,29.450,,,1
02AB006,2015-03-23T17:45:00-05:00,301.953,,,2,29.450,,,1
02AB006,2015-03-23T17:50:00-05:00,301.949,,,2,29.157,,,1
02AB006,2015-03-23T17:55:00-05:00,301.954,,,2,29.524,,,1
02AB006,2015-03-23T18:00:00-05:00,301.955,,,2,29.597,,,1
02AB006,2015-03-23T18:05:00-05:00,301.944,,,2,28.792,,,1
02AB006,2015-03-23T18:10:00-05:00,301.946,,,2,28.938,,,1
02AB006,2015-03-23T18:15:00-05:00,301.953,,,2,29.450,,,1
02AB006,2015-03-23T18:20:00-05:00,301.949,,,2,29.157,,,1
02AB006,2015-03-23T18:25:00-05:00,301.950,,,2,29.230,,,1
02AB006,2015-03-23T18:30:00-05:00,301.952,,,2,29.377,,,1
02AB006,2015-03-23T18:35:00-05:00,301.951,,,2,29.303,,,1
02AB006,2015-03-23T18:40:00-05:00,301.946,,,2,28.938,,,1
02AB006,2015-03-23T18:45:00-05:00,301.945,,,2,28.865,,,1
02AB006,2015-03-23T18:50:00-05:00,301.946,,,2,28.938,,,1
02AB006,2015-03-23T18:55:00-05:00,301.948,,,2,29.084,,,1
02AB006,2015-03-23T19:00:00-05:00,301.949,,,2,29.157,,,1
02AB006,2015-03-23T19:05:00-05:00,301.946,,,2,28.938,,,1
02AB006,2015-03-23T19:10:00-05:00,301.944,,,2,28.792,,,1
02AB006,2015-03-23T19:15:00-05:00,301.945,,,2,28.865,,,1
02AB006,2015-03-23T19:20:00-05:00,301.947,,,2,29.011,,,1
02AB006,2015-03-23T19:25:00-05:00,301.947,,,2,29.010,,,1
02AB006,2015-03-23T19:30:00-05:00,301.947,,,2,29.010,,,1
02AB006,2015-03-23T19:35:00-05:00,301.942,,,2,28.646,,,1
02AB006,2015-03-23T19:40:00-05:00,301.947,,,2,29.010,,,1
02AB006,2015-03-23T19:45:00-05:00,301.942,,,2,28.646,,,1
02AB006,2015-03-23T19:50:00-05:00,301.950,,,2,29.230,,,1
02AB006,2015-03-23T19:55:00-05:00,301.941,,,2,28.573,,,1
02AB006,2015-03-23T20:00:00-05:00,301.946,,,2,28.937,,,1
02AB006,2015-03-23T20:05:00-05:00,301.943,,,2,28.719,,,1
02AB006,2015-03-23T20:10:00-05:00,301.945,,,2,28.864,,,1
02AB006,2015-03-23T20:15:00-05:00,301.946,,,2,28.937,,,1
02AB006,2015-03-23T20:20:00-05:00,301.944,,,2,28.791,,,1
02AB006,2015-03-23T20:25:00-05:00,301.944,,,2,28.791,,,1
02AB006,2015-03-23T20:30:00-05:00,301.943,,,2,28.719,,,1
02AB006,2015-03-23T20:35:00-05:00,301.938,,,2,28.355,,,1
02AB006,2015-03-23T20:40:00-05:00,301.943,,,2,28.718,,,1
02AB006,2015-03-23T20:45:00-05:00,301.946,,,2,28.937,,,1
02AB006,2015-03-23T20:50:00-05:00,301.941,,,2,28.573,,,1
02AB006,2015-03-23T20:55:00-05:00,301.941,,,2,28.573,,,1
02AB006,2015-03-23T21:00:00-05:00,301.941,,,2,28.573,,,1
02AB006,2015-03-23T21:05:00-05:00,301.936,,,2,28.210,,,1
02AB006,2015-03-23T21:10:00-05:00,301.940,,,2,28.500,,,1
02AB006,2015-03-23T21:15:00-05:00,301.940,,,2,28.500,,,1
02AB006,2015-03-23T21:20:00-05:00,301.941,,,2,28.573,,,1
02AB006,2015-03-23T21:25:00-05:00,301.936,,,2,28.210,,,1
02AB006,2015-03-23T21:30:00-05:00,301.940,,,2,28.500,,,1
02AB006,2015-03-23T21:35:00-05:00,301.936,,,2,28.210,,,1
02AB006,2015-03-23T21:40:00-05:00,301.934,,,2,28.066,,,1
02AB006,2015-03-23T21:45:00-05:00,301.937,,,2,28.283,,,1
02AB006,2015-03-23T21:50:00-05:00,301.936,,,2,28.210,,,1
02AB006,2015-03-23T21:55:00-05:00,301.938,,,2,28.355,,,1
02AB006,2015-03-23T22:00:00-05:00,301.941,,,2,28.573,,,1
02AB006,2015-03-23T22:05:00-05:00,301.936,,,2,28.210,,,1
02AB006,2015-03-23T22:10:00-05:00,301.935,,,2,28.138,,,1
02AB006,2015-03-23T22:15:00-05:00,301.938,,,2,28.355,,,1
02AB006,2015-03-23T22:20:00-05:00,301.935,,,2,28.138,,,1
02AB006,2015-03-23T22:25:00-05:00,301.939,,,2,28.427,,,1
02AB006,2015-03-23T22:30:00-05:00,301.939,,,2,28.427,,,1
02AB006,2015-03-23T23:35:00-05:00,301.933,,,2,27.993,,,1
02AB006,2015-03-23T23:40:00-05:00,301.936,,,2,28.210,,,1
02AB006,2015-03-23T23:45:00-05:00,301.935,,,2,28.137,,,1
02AB006,2015-03-23T23:50:00-05:00,301.932,,,2,27.921,,,1
02AB006,2015-03-23T23:55:00-05:00,301.932,,,2,27.921,,,1
02AB006,2015-03-24T00:00:00-05:00,301.927,,,2,27.561,,,1
02AB006,2015-03-24T00:05:00-05:00,301.936,,,2,28.210,,,1
02AB006,2015-03-24T00:10:00-05:00,301.931,,,2,27.849,,,1
02AB006,2015-03-24T00:15:00-05:00,301.933,,,2,27.993,,,1
02AB006,2015-03-24T00:20:00-05:00,301.934,,,2,28.065,,,1
02AB006,2015-03-24T00:25:00-05:00,301.929,,,2,27.705,,,1
02AB006,2015-03-24T00:30:00-05:00,301.932,,,2,27.921,,,1
02AB006,2015-03-24T00:35:00-05:00,301.932,,,2,27.921,,,1
02AB006,2015-03-24T00:40:00-05:00,301.931,,,2,27.848,,,1
02AB006,2015-03-24T00:45:00-05:00,301.930,,,2,27.776,,,1
02AB006,2015-03-24T00:50:00-05:00,301.931,,,2,27.848,,,1
02AB006,2015-03-24T00:55:00-05:00,301.933,,,2,27.993,,,1
02AB006,2015-03-24T01:00:00-05:00,301.927,,,2,27.561,,,1
02AB006,2015-03-24T01:05:00-05:00,301.932,,,2,27.920,,,1
02AB006,2015-03-24T01:10:00-05:00,301.931,,,2,27.848,,,1
02AB006,2015-03-24T01:15:00-05:00,301.931,,,2,27.848,,,1
02AB006,2015-03-24T01:20:00-05:00,301.930,,,2,27.776,,,1
02AB006,2015-03-24T01:25:00-05:00,301.928,,,2,27.632,,,1
02AB006,2015-03-24T01:30:00-05:00,301.932,,,2,27.920,,,1
02AB006,2015-03-24T01:35:00-05:00,301.927,,,2,27.561,,,1
02AB006,2015-03-24T01:40:00-05:00,301.925,,,2,27.417,,,1
02AB006,2015-03-24T01:45:00-05:00,301.929,,,2,27.704,,,1
02AB006,2015-03-24T01:50:00-05:00,301.932,,,2,27.920,,,1
02AB006,2015-03-24T01:55:00-05:00,301.925,,,2,27.417,,,1
02AB006,2015-03-24T02:00:00-05:00,301.931,,,2,27.848,,,1
02AB006,2015-03-24T02:05:00-05:00,301.931,,,2,27.848,,,1
02AB006,2015-03-24T02:10:00-05:00,301.928,,,2,27.632,,,1
02AB006,2015-03-24T02:15:00-05:00,301.929,,,2,27.704,,,1
02AB006,2015-03-24T02:20:00-05:00,301.929,,,2,27.704,,,1
02AB006,2015-03-24T02:25:00-05:00,301.930,,,2,27.776,,,1
02AB006,2015-03-24T02:30:00-05:00,301.924,,,2,27.345,,,1
02AB006,2015-03-24T02:35:00-05:00,301.930,,,2,27.776,,,1
02AB006,2015-03-24T02:40:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T02:45:00-05:00,301.926,,,2,27.488,,,1
02AB006,2015-03-24T02:50:00-05:00,301.924,,,2,27.345,,,1
02AB006,2015-03-24T02:55:00-05:00,301.921,,,2,27.131,,,1
02AB006,2015-03-24T03:00:00-05:00,301.924,,,2,27.345,,,1
02AB006,2015-03-24T03:05:00-05:00,301.930,,,2,27.776,,,1
02AB006,2015-03-24T03:10:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T03:15:00-05:00,301.930,,,2,27.776,,,1
02AB006,2015-03-24T03:20:00-05:00,301.925,,,2,27.417,,,1
02AB006,2015-03-24T03:25:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T03:30:00-05:00,301.923,,,2,27.273,,,1
02AB006,2015-03-24T03:35:00-05:00,301.926,,,2,27.488,,,1
02AB006,2015-03-24T03:40:00-05:00,301.929,,,2,27.704,,,1
02AB006,2015-03-24T03:45:00-05:00,301.930,,,2,27.775,,,1
02AB006,2015-03-24T03:50:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T03:55:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T04:00:00-05:00,301.925,,,2,27.416,,,1
02AB006,2015-03-24T04:05:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T04:10:00-05:00,301.926,,,2,27.488,,,1
02AB006,2015-03-24T04:15:00-05:00,301.932,,,2,27.919,,,1
02AB006,2015-03-24T04:20:00-05:00,301.925,,,2,27.416,,,1
02AB006,2015-03-24T04:25:00-05:00,301.925,,,2,27.416,,,1
02AB006,2015-03-24T04:30:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T04:35:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T04:40:00-05:00,301.926,,,2,27.488,,,1
02AB006,2015-03-24T04:45:00-05:00,301.927,,,2,27.560,,,1
02AB006,2015-03-24T04:50:00-05:00,301.926,,,2,27.488,,,1
02AB006,2015-03-24T04:55:00-05:00,301.925,,,2,27.416,,,1
02AB006,2015-03-24T05:00:00-05:00,301.930,,,2,27.775,,,1
02AB006,2015-03-24T05:05:00-05:00,301.925,,,2,27.488,,,1
02AB006,2015-03-24T05:10:00-05:00,301.926,,,2,27.559,,,1
02AB006,2015-03-24T05:15:00-05:00,301.923,,,2,27.344,,,1
02AB006,2015-03-24T05:20:00-05:00,301.924,,,2,27.416,,,1
02AB006,2015-03-24T05:25:00-05:00,301.926,,,2,27.559,,,1
02AB006,2015-03-24T05:30:00-05:00,301.926,,,2,27.559,,,1
02AB006,2015-03-24T05:35:00-05:00,301.927,,,2,27.631,,,1
02AB006,2015-03-24T05:40:00-05:00,301.925,,,2,27.488,,,1
02AB006,2015-03-24T05:45:00-05:00,301.922,,,2,27.273,,,1
02AB006,2015-03-24T05:50:00-05:00,301.925,,,2,27.487,,,1
02AB006,2015-03-24T05:55:00-05:00,301.927,,,2,27.631,,,1
02AB006,2015-03-24T06:00:00-05:00,301.931,,,2,27.919,,,1
02AB006,2015-03-24T06:05:00-05:00,301.926,,,2,27.559,,,1
02AB006,2015-03-24T06:10:00-05:00,301.929,,,2,27.775,,,1
02AB006,2015-03-24T06:15:00-05:00,301.926,,,2,27.559,,,1
02AB006,2015-03-24T06:20:00-05:00,301.929,,,2,27.775,,,1
02AB006,2015-03-24T06:25:00-05:00,301.931,,,2,27.919,,,1
02AB006,2015-03-24T06:30:00-05:00,301.931,,,2,27.919,,,1
02AB006,2015-03-24T06:35:00-05:00,301.930,,,2,27.847,,,1
02AB006,2015-03-24T06:40:00-05:00,301.925,,,2,27.487,,,1
02AB006,2015-03-24T06:45:00-05:00,301.930,,,2,27.847,,,1
02AB006,2015-03-24T06:50:00-05:00,301.926,,,2,27.559,,,1
02AB006,2015-03-24T06:55:00-05:00,301.932,,,2,27.991,,,1
02AB006,2015-03-24T07:00:00-05:00,301.929,,,2,27.775,,,1
02AB006,2015-03-24T07:05:00-05:00,301.928,,,2,27.703,,,1
02AB006,2015-03-24T07:10:00-05:00,301.929,,,2,27.774,,,1
02AB006,2015-03-24T07:15:00-05:00,301.931,,,2,27.919,,,1
